source	reference	translation
People travel long distances to visit religious sites.	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔
Students gathered in the library.	طالب علم لائبریری وچ گڈے تھئے۔	طالب علم لائبریری وچ گڈے تھئے۔
The school organized a science fair.	سکول نے سائنس میلہ منظم کیتا۔	سکول نے سائنس میلہ منظم کیتا۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
The wedding ceremony lasted three days.	شادی دی تقریب ترئے ݙینہہ چلی۔	شادی دی تقریب ترئے ݙینہہ چلی۔
Teachers shape young minds.	استاد نوجوان ذہناں کوں شکل ݙیندے نیں۔	استاد نوجوان ذہناں کوں شکل ݙیندے نیں۔
The forest is home to many wild animals.	جنگل گھنے جنگلی جانوراں دا گھر اے۔	جنگل گھنے جنگلی جانوراں دا گھر اے۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
The wedding ceremony lasted three days.	شادی دی تقریب ترئے ݙینہہ چلی۔	شادی دی تقریب ترئے ݙینہہ چلی۔
Reading books improves vocabulary.	کتاباں پڑھݨ ذخیرہ الفاظ بہتر بݨیندے۔	کتاباں پڑھݨ ذخیرہ الفاظ بہتر بݨیندے۔
Spices add flavor to traditional dishes.	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔
After finishing his work, he sat down.	اپݨا کم مکمل کرݨ دے بعد، او بیٹھ گیا۔	اپݨا کم مکمل کرݨ دے بعد، او بیٹھ گیا۔
Doctors work long hours to treat patients.	ڈاکٹر مریضاں دا علاج کرݨ کیتے لمبیاں گھڑیاں کم کریندے نیں۔	ڈاکٹر مریضاں دا علاج کرݨ کیتے لمبیاں گھڑیاں کم کریندے نیں۔
Clear communication prevents misunderstandings.	صاف رابطہ غلط فہمیاں کوں روکیندے۔	صاف رابطہ غلط فہمیاں کوں روکیندے۔
Pollution in cities has become a serious problem.	شہراں وچ آلودگی ہک سنجیدہ مسئلہ بݨ گئی اے۔	شہراں وچ آلودگی ہک سنجیدہ مسئلہ بݨ گئی اے۔
Birds were chirping in the trees.	پنچھی رکھاں وچ چہچہا رہے ہن۔	پنچھی رکھاں وچ چہچہا رہے ہن۔
Education opens doors to opportunities.	تعلیم موقعاں دے دروازے کولیندی اے۔	تعلیم موقعاں دے دروازے کولیندی اے۔
Eating fresh fruits provides essential vitamins.	تازہ پھل کھاݨ ضروری وٹامن فراہم کریندے۔	تازہ پھل کھاݨ ضروری وٹامن فراہم کریندے۔
Agriculture remains the primary source of income.	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔
Train journeys offer scenic views.	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔
We decided to visit the old temple.	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔
I woke up early this morning.	میں اڄ صبح جلدی اٹھیا۔	میں اڄ صبح جلدی اٹھیا۔
The river flows peacefully through the valley.	دریا وادی وچ پرامن طریقے نال وہندی اے۔	دریا وادی وچ پرامن طریقے نال وہندی اے۔
Train journeys offer scenic views.	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔
Parents sacrifice their own needs for children.	والدین بچیاں کیتے اپݨیاں ضرورتاں قربان کریندے نیں۔	والدین بچیاں کیتے اپݨیاں ضرورتاں قربان کریندے نیں۔
People celebrate festivals with great joy.	لوک وݙی خوشی نال میلے منیندے نیں۔	لوک وݙی خوشی نال میلے منیندے نیں۔
Handicrafts showcase artistic traditions.	ہتھکاریاں فنکارانہ روایات ݙکھیندیاں نیں۔	ہتھکاریاں فنکارانہ روایات ݙکھیندیاں نیں۔
Agriculture remains the primary source of income.	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔
Online shopping has become popular.	آن لائن خریداری مقبول تھی گئی اے۔	آن لائن خریداری مقبول تھی گئی اے۔
I woke up early this morning.	میں اڄ صبح جلدی اٹھیا۔	میں اڄ صبح جلدی اٹھیا۔
Clear communication prevents misunderstandings.	صاف رابطہ غلط فہمیاں کوں روکیندے۔	صاف رابطہ غلط فہمیاں کوں روکیندے۔
Sports teach teamwork and discipline.	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔
Doctors recommend drinking plenty of water.	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔
Online shopping has become popular.	آن لائن خریداری مقبول تھی گئی اے۔	آن لائن خریداری مقبول تھی گئی اے۔
Handicrafts showcase artistic traditions.	ہتھکاریاں فنکارانہ روایات ݙکھیندیاں نیں۔	ہتھکاریاں فنکارانہ روایات ݙکھیندیاں نیں۔
Respecting elders is an important value.	بزرگاں دا احترام ہک اہم قدر اے۔	بزرگاں دا احترام ہک اہم قدر اے۔
Online shopping has become popular.	آن لائن خریداری مقبول تھی گئی اے۔	آن لائن خریداری مقبول تھی گئی اے۔
Children learn best when they are interested.	بچے بہترین سکھدے نیں جدوں اوہ دلچسپی رکھدے نیں۔	بچے بہترین سکھدے نیں جدوں اوہ دلچسپی رکھدے نیں۔
Birds were chirping in the trees.	پنچھی رکھاں وچ چہچہا رہے ہن۔	پنچھی رکھاں وچ چہچہا رہے ہن۔
We decided to visit the old temple.	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔
Family members support each other during difficult times.	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔
Smartphones have changed how people communicate.	اسمارٹ فوناں نے لوکاں دے رابطے دے طریقے کوں تبدیل کیتا اے۔	اسمارٹ فوناں نے لوکاں دے رابطے دے طریقے کوں تبدیل کیتا اے۔
Spices add flavor to traditional dishes.	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔
Family members support each other during difficult times.	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔
Family members support each other during difficult times.	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔
The wedding ceremony lasted three days.	شادی دی تقریب ترئے ݙینہہ چلی۔	شادی دی تقریب ترئے ݙینہہ چلی۔
My grandmother told me stories.	میری دادی نے مینوں کہانیاں سݨایاں۔	میری دادی نے مینوں کہانیاں سݨایاں۔
Cooking together brings family members closer.	گڈے کھاݨ پکاوݨ خاندان دے ممبراں کوں نیڑے لیندے۔	گڈے کھاݨ پکاوݨ خاندان دے ممبراں کوں نیڑے لیندے۔
Children were playing cricket in the street.	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔
The teacher explained the lesson patiently.	استاد صبر نال سبق سمجھایا۔	استاد صبر نال سبق سمجھایا۔
Cooking together brings family members closer.	گڈے کھاݨ پکاوݨ خاندان دے ممبراں کوں نیڑے لیندے۔	گڈے کھاݨ پکاوݨ خاندان دے ممبراں کوں نیڑے لیندے۔
Children were playing cricket in the street.	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔
Sports teach teamwork and discipline.	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔
Traditional music is important for our heritage.	روایتی موسیقی ساݙی ورثے کیتے اہم اے۔	روایتی موسیقی ساݙی ورثے کیتے اہم اے۔
Tourism brings revenue to regions with historical sites.	سیاحت تاریخی تھانواں والے علاقیاں کوں آمدنی لیندی اے۔	سیاحت تاریخی تھانواں والے علاقیاں کوں آمدنی لیندی اے۔
Parents sacrifice their own needs for children.	والدین بچیاں کیتے اپݨیاں ضرورتاں قربان کریندے نیں۔	والدین بچیاں کیتے اپݨیاں ضرورتاں قربان کریندے نیں۔
Reading books improves vocabulary.	کتاباں پڑھݨ ذخیرہ الفاظ بہتر بݨیندے۔	کتاباں پڑھݨ ذخیرہ الفاظ بہتر بݨیندے۔
Tourism brings revenue to regions with historical sites.	سیاحت تاریخی تھانواں والے علاقیاں کوں آمدنی لیندی اے۔	سیاحت تاریخی تھانواں والے علاقیاں کوں آمدنی لیندی اے۔
Small businesses create employment opportunities.	نکیاں کاروبار روزگار دے موقعے پیدا کریندے نیں۔	نکیاں کاروبار روزگار دے موقعے پیدا کریندے نیں۔
Smartphones have changed how people communicate.	اسمارٹ فوناں نے لوکاں دے رابطے دے طریقے کوں تبدیل کیتا اے۔	اسمارٹ فوناں نے لوکاں دے رابطے دے طریقے کوں تبدیل کیتا اے۔
Traditional music is important for our heritage.	روایتی موسیقی ساݙی ورثے کیتے اہم اے۔	روایتی موسیقی ساݙی ورثے کیتے اہم اے۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
Doctors work long hours to treat patients.	ڈاکٹر مریضاں دا علاج کرݨ کیتے لمبیاں گھڑیاں کم کریندے نیں۔	ڈاکٹر مریضاں دا علاج کرݨ کیتے لمبیاں گھڑیاں کم کریندے نیں۔
Respecting elders is an important value.	بزرگاں دا احترام ہک اہم قدر اے۔	بزرگاں دا احترام ہک اہم قدر اے۔
Small businesses create employment opportunities.	نکیاں کاروبار روزگار دے موقعے پیدا کریندے نیں۔	نکیاں کاروبار روزگار دے موقعے پیدا کریندے نیں۔
Regular exercise helps maintain good health.	منظم ورزش چنگی صحت برقرار رکھݨ وچ مدد کریندی اے۔	منظم ورزش چنگی صحت برقرار رکھݨ وچ مدد کریندی اے۔
Sports teach teamwork and discipline.	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
Students gathered in the library.	طالب علم لائبریری وچ گڈے تھئے۔	طالب علم لائبریری وچ گڈے تھئے۔
Respecting elders is an important value.	بزرگاں دا احترام ہک اہم قدر اے۔	بزرگاں دا احترام ہک اہم قدر اے۔
She received a scholarship to study medicine.	اوں طب دی تعلیم کیتے اسکالرشپ حاصل کیتی۔	اوں طب دی تعلیم کیتے اسکالرشپ حاصل کیتی۔
The professor wrote equations on the blackboard.	پروفیسر تختے تے مساوات لکھیاں۔	پروفیسر تختے تے مساوات لکھیاں۔
Elderly people share wisdom and stories.	بزرگ لوک حکمت تے کہانیاں سانجھیاں کریندے نیں۔	بزرگ لوک حکمت تے کہانیاں سانجھیاں کریندے نیں۔
People travel long distances to visit religious sites.	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔
Doctors recommend drinking plenty of water.	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
My grandmother told me stories.	میری دادی نے مینوں کہانیاں سݨایاں۔	میری دادی نے مینوں کہانیاں سݨایاں۔
I woke up early this morning.	میں اڄ صبح جلدی اٹھیا۔	میں اڄ صبح جلدی اٹھیا۔
Digital payments have made transactions faster.	ڈیجیٹل ادائیگیاں معاملات تیز کیتے نیں۔	ڈیجیٹل ادائیگیاں معاملات تیز کیتے نیں۔
Education opens doors to opportunities.	تعلیم موقعاں دے دروازے کولیندی اے۔	تعلیم موقعاں دے دروازے کولیندی اے۔
Pollution in cities has become a serious problem.	شہراں وچ آلودگی ہک سنجیدہ مسئلہ بݨ گئی اے۔	شہراں وچ آلودگی ہک سنجیدہ مسئلہ بݨ گئی اے۔
We decided to visit the old temple.	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔	اساں پراݨے مندر ݙیکھݨ دا فیصلہ کیتا۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
Spices add flavor to traditional dishes.	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔
People celebrate festivals with great joy.	لوک وݙی خوشی نال میلے منیندے نیں۔	لوک وݙی خوشی نال میلے منیندے نیں۔
The market was crowded with people.	بازار لوکاں نال بھریا ہویا ہا۔	بازار لوکاں نال بھریا ہویا ہا۔
Doctors recommend drinking plenty of water.	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔	ڈاکٹر گھنے پاݨی پیوݨ دی صلاح ݙیندے نیں۔
She walked slowly through the garden.	اوں باغ وچ آہستہ آہستہ ٹردی۔	اوں باغ وچ آہستہ آہستہ ٹردی۔
The wedding ceremony lasted three days.	شادی دی تقریب ترئے ݙینہہ چلی۔	شادی دی تقریب ترئے ݙینہہ چلی۔
Family members support each other during difficult times.	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔	خاندان دے ممبر مشکل وختاں وچ ہک ݙوجھے دی مدد کریندے نیں۔
The professor wrote equations on the blackboard.	پروفیسر تختے تے مساوات لکھیاں۔	پروفیسر تختے تے مساوات لکھیاں۔
Education opens doors to opportunities.	تعلیم موقعاں دے دروازے کولیندی اے۔	تعلیم موقعاں دے دروازے کولیندی اے۔
Children were playing cricket in the street.	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔
I woke up early this morning.	میں اڄ صبح جلدی اٹھیا۔	میں اڄ صبح جلدی اٹھیا۔
The river flows peacefully through the valley.	دریا وادی وچ پرامن طریقے نال وہندی اے۔	دریا وادی وچ پرامن طریقے نال وہندی اے۔
The teacher explained the lesson patiently.	استاد صبر نال سبق سمجھایا۔	استاد صبر نال سبق سمجھایا۔
Sports teach teamwork and discipline.	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔
Children were playing cricket in the street.	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔	بچے سڑک تے کرکٹ کھیڈدے پئے ہن۔
Spices add flavor to traditional dishes.	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔	مصالحے روایتی کھاݨاں وچ ذائقہ وݙیندے نیں۔
People travel long distances to visit religious sites.	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔	لوک مذہبی تھانواں ݙیکھݨ کیتے لمبیاں دوریاں طے کریندے نیں۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
Train journeys offer scenic views.	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔	ریل دے سفر منظراں دے نظارے پیش کریندے نیں۔
My grandmother told me stories.	میری دادی نے مینوں کہانیاں سݨایاں۔	میری دادی نے مینوں کہانیاں سݨایاں۔
