source	reference	translation
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
The bus arrived late.	بس دير سان پهچي.	بس دير سان پهچي.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	مان اڄ صبح جلدي اٿي ويسم.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
The bus arrived late.	بس دير سان پهچي.	بس دير سان پهچي.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	ڪرڪيٽ هڪ مقبول راند آهي.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	مان اڄ صبح جلدي اٿي ويسم.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
The bus arrived late.	بس دير سان پهچي.	بس دير سان پهچي.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
The bus arrived late.	بس دير سان پهچي.	بس دير سان پهچي.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	مان اڄ صبح جلدي اٿي ويسم.
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	ڪرڪيٽ هڪ مقبول راند آهي.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	مان اڄ صبح جلدي اٿي ويسم.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.
The bus arrived late.	بس دير سان پهچي.	بس دير سان پهچي.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Clear communication prevents misunderstandings.	صاف رابطو غلط فهمين کي روڪي ٿو.	صاف رابطو غلط فهمين کي روڪي ٿو.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
